relationship_id,:START_ID(Permit),:END_ID(Property),issue_date,permit_type,estimated_cost:long,relationship_type,source_system,source_load_ts,:TYPE
PERMIT_PROP_1016627_1016 0 27,1016627,1016 0 27,2021-01-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.942334,ISSUED_FOR
PERMIT_PROP_1016628_2003 0 23,1016628,2003 0 23,2021-01-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.942429,ISSUED_FOR
PERMIT_PROP_1016629_2061 0 25,1016629,2061 0 25,2021-01-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.942524,ISSUED_FOR
PERMIT_PROP_1016630_1083 0 20,1016630,1083 0 20,2020-12-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.942624,ISSUED_FOR
PERMIT_PROP_1016631_1083 0 20,1016631,1083 0 20,2021-01-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.942721,ISSUED_FOR
PERMIT_PROP_1016632_2008 0 4,1016632,2008 0 4,2021-01-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.942821,ISSUED_FOR
PERMIT_PROP_1016633_1083 0 50,1016633,1083 0 50,2021-02-22,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.942918,ISSUED_FOR
PERMIT_PROP_1016635_2011 0 10,1016635,2011 0 10,2020-12-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.943071,ISSUED_FOR
PERMIT_PROP_1016636_2048 0 14D,1016636,2048 0 14D,2020-12-28,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.943165,ISSUED_FOR
PERMIT_PROP_1016637_2089 0 22,1016637,2089 0 22,2021-02-03,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.943261,ISSUED_FOR
PERMIT_PROP_1016638_2089 0 22,1016638,2089 0 22,2020-12-22,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.943355,ISSUED_FOR
PERMIT_PROP_1016639_2013 0 110,1016639,2013 0 110,2021-01-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.943451,ISSUED_FOR
PERMIT_PROP_1016640_2082 0 30,1016640,2082 0 30,2020-12-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.943547,ISSUED_FOR
PERMIT_PROP_1016641_2074 0 32,1016641,2074 0 32,2020-12-22,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.943642,ISSUED_FOR
PERMIT_PROP_1016643_3009 0 67,1016643,3009 0 67,2020-12-22,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.943795,ISSUED_FOR
PERMIT_PROP_1016644_3042 0 23,1016644,3042 0 23,2020-12-22,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.943895,ISSUED_FOR
PERMIT_PROP_1016645_1016 0 27,1016645,1016 0 27,2020-12-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.943992,ISSUED_FOR
PERMIT_PROP_1016646_1016 0 27,1016646,1016 0 27,2020-12-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.944088,ISSUED_FOR
PERMIT_PROP_1016647_1093 0 6I,1016647,1093 0 6I,2021-01-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.944182,ISSUED_FOR
PERMIT_PROP_1016648_2061 0 25,1016648,2061 0 25,2020-12-28,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.944276,ISSUED_FOR
PERMIT_PROP_1016649_1111 0 8,1016649,1111 0 8,2020-12-22,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.944370,ISSUED_FOR
PERMIT_PROP_1016650_3004 0 34,1016650,3004 0 34,2021-01-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.944465,ISSUED_FOR
PERMIT_PROP_1016651_2038 0 38,1016651,2038 0 38,2020-12-22,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.944565,ISSUED_FOR
PERMIT_PROP_1016653_2029 0 44,1016653,2029 0 44,2020-12-21,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.944723,ISSUED_FOR
PERMIT_PROP_1016655_2023 0 30,1016655,2023 0 30,2020-12-22,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.944876,ISSUED_FOR
PERMIT_PROP_1016656_1075 0 4,1016656,1075 0 4,2021-01-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.944972,ISSUED_FOR
PERMIT_PROP_1016657_3042 0 35,1016657,3042 0 35,2020-12-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.945067,ISSUED_FOR
PERMIT_PROP_1016658_3042 0 35,1016658,3042 0 35,2020-12-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.945162,ISSUED_FOR
PERMIT_PROP_1016659_3041 0 120,1016659,3041 0 120,2021-01-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.945256,ISSUED_FOR
PERMIT_PROP_1016660_1079 0 53,1016660,1079 0 53,2020-12-21,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.945350,ISSUED_FOR
PERMIT_PROP_1016661_2082 0 30,1016661,2082 0 30,2020-12-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.945445,ISSUED_FOR
PERMIT_PROP_1016662_1055 0 14A,1016662,1055 0 14A,2020-12-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.945540,ISSUED_FOR
PERMIT_PROP_1016663_1055 0 14A,1016663,1055 0 14A,2020-12-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.945634,ISSUED_FOR
PERMIT_PROP_1016664_1016 0 36,1016664,1016 0 36,2020-12-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.945729,ISSUED_FOR
PERMIT_PROP_1016665_1016 0 36,1016665,1016 0 36,2020-12-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.945824,ISSUED_FOR
PERMIT_PROP_1016666_3028D 0 61,1016666,3028D 0 61,2021-05-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.945920,ISSUED_FOR
PERMIT_PROP_1016667_2016 0 19,1016667,2016 0 19,2020-12-28,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.946015,ISSUED_FOR
PERMIT_PROP_1016668_1082 0 14C,1016668,1082 0 14C,2020-12-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.946112,ISSUED_FOR
PERMIT_PROP_1016669_2033 0 28,1016669,2033 0 28,2020-12-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.946207,ISSUED_FOR
PERMIT_PROP_1016670_1129 0 33,1016670,1129 0 33,2020-12-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.946302,ISSUED_FOR
PERMIT_PROP_1016671_1036 0 2N,1016671,1036 0 2N,2020-12-20,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.946397,ISSUED_FOR
PERMIT_PROP_1016672_1086 0 17,1016672,1086 0 17,2021-10-01,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.946492,ISSUED_FOR
PERMIT_PROP_1016673_1036 0 2N,1016673,1036 0 2N,2020-12-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.946594,ISSUED_FOR
PERMIT_PROP_1016674_2057 0 12,1016674,2057 0 12,2020-12-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.946691,ISSUED_FOR
PERMIT_PROP_1016675_1018 0 16,1016675,1018 0 16,2021-01-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.946786,ISSUED_FOR
PERMIT_PROP_1016676_2026 0 8,1016676,2026 0 8,2020-12-16,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.946881,ISSUED_FOR
PERMIT_PROP_1016677_1017 0 10F,1016677,1017 0 10F,2020-12-28,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.946976,ISSUED_FOR
PERMIT_PROP_1016678_1032 0 2E,1016678,1032 0 2E,2021-01-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.947071,ISSUED_FOR
PERMIT_PROP_1016679_1017 0 9G,1016679,1017 0 9G,2020-12-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.947172,ISSUED_FOR
PERMIT_PROP_1016680_2048 0 14D,1016680,2048 0 14D,2021-01-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.947268,ISSUED_FOR
PERMIT_PROP_1016681_2012 0 5,1016681,2012 0 5,2020-12-21,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.947363,ISSUED_FOR
PERMIT_PROP_1016682_2002 0 3,1016682,2002 0 3,,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.947459,ISSUED_FOR
PERMIT_PROP_1016683_1119 35 8281,1016683,1119 35 8281,2020-12-22,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.947554,ISSUED_FOR
PERMIT_PROP_1016684_1119 35 8281,1016684,1119 35 8281,2020-12-22,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.947651,ISSUED_FOR
PERMIT_PROP_1016685_1071 0 54,1016685,1071 0 54,2021-04-14,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.947745,ISSUED_FOR
PERMIT_PROP_1016686_1056 0 77,1016686,1056 0 77,2021-05-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.947840,ISSUED_FOR
PERMIT_PROP_1016687_2082 0 11,1016687,2082 0 11,2020-12-16,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.947935,ISSUED_FOR
PERMIT_PROP_1016688_1127 0 24,1016688,1127 0 24,2020-12-16,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.948031,ISSUED_FOR
PERMIT_PROP_1016689_2072 0 22,1016689,2072 0 22,2021-01-26,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.948125,ISSUED_FOR
PERMIT_PROP_1016690_2058 0 134A,1016690,2058 0 134A,2020-12-28,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.948220,ISSUED_FOR
PERMIT_PROP_1016691_2011 0 52,1016691,2011 0 52,2020-12-21,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.948315,ISSUED_FOR
PERMIT_PROP_1016692_3024 0 20,1016692,3024 0 20,2021-01-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.948409,ISSUED_FOR
PERMIT_PROP_1016693_3024 0 20,1016693,3024 0 20,2021-01-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.948510,ISSUED_FOR
PERMIT_PROP_1016694_2027 0 23,1016694,2027 0 23,,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.948607,ISSUED_FOR
PERMIT_PROP_1016695_1073D 0 153,1016695,1073D 0 153,2020-12-17,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.948703,ISSUED_FOR
PERMIT_PROP_1016696_1110 0 17,1016696,1110 0 17,2020-12-15,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.948797,ISSUED_FOR
PERMIT_PROP_1016697_1075 0 4,1016697,1075 0 4,2020-12-16,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.948892,ISSUED_FOR
PERMIT_PROP_1016698_3056 0 74,1016698,3056 0 74,2020-12-16,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.948987,ISSUED_FOR
PERMIT_PROP_1016699_1015 0 62,1016699,1015 0 62,2021-01-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.949082,ISSUED_FOR
PERMIT_PROP_1016700_1015 0 62,1016700,1015 0 62,2021-01-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.949176,ISSUED_FOR
PERMIT_PROP_1016701_2082 0 11,1016701,2082 0 11,2021-02-01,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.949269,ISSUED_FOR
PERMIT_PROP_1016703_2026 0 8,1016703,2026 0 8,2020-12-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.949421,ISSUED_FOR
PERMIT_PROP_1016704_3031A 0 45,1016704,3031A 0 45,2020-12-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.949516,ISSUED_FOR
PERMIT_PROP_1016705_1110 0 17,1016705,1110 0 17,2021-01-21,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.949612,ISSUED_FOR
PERMIT_PROP_1016706_1037 0 114F,1016706,1037 0 114F,2020-12-15,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.949705,ISSUED_FOR
PERMIT_PROP_1016707_2082 0 30,1016707,2082 0 30,2020-12-15,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.949809,ISSUED_FOR
PERMIT_PROP_1016708_1041 0 59,1016708,1041 0 59,2020-12-21,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.949907,ISSUED_FOR
PERMIT_PROP_1016709_3042 0 23,1016709,3042 0 23,2020-12-28,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.950003,ISSUED_FOR
PERMIT_PROP_1016710_3009 0 8,1016710,3009 0 8,2020-12-15,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.950099,ISSUED_FOR
PERMIT_PROP_1016711_3042 0 23,1016711,3042 0 23,2020-12-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.950199,ISSUED_FOR
PERMIT_PROP_1016712_3044 0 105,1016712,3044 0 105,2021-01-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.950295,ISSUED_FOR
PERMIT_PROP_1016713_3004 0 24,1016713,3004 0 24,2020-12-14,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.950396,ISSUED_FOR
PERMIT_PROP_1016714_1107 0 1M,1016714,1107 0 1M,2021-01-18,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.950492,ISSUED_FOR
PERMIT_PROP_1016715_3009 0 39B,1016715,3009 0 39B,2021-01-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.950588,ISSUED_FOR
PERMIT_PROP_1016716_3009 0 39B,1016716,3009 0 39B,2021-01-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.950684,ISSUED_FOR
PERMIT_PROP_1016717_1068 0 22,1016717,1068 0 22,2020-12-15,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.950779,ISSUED_FOR
PERMIT_PROP_1016718_2011 0 62,1016718,2011 0 62,2020-12-22,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.950874,ISSUED_FOR
PERMIT_PROP_1016719_2024 0 61,1016719,2024 0 61,,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.950969,ISSUED_FOR
PERMIT_PROP_1016720_2011 0 62,1016720,2011 0 62,2020-12-14,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.951065,ISSUED_FOR
PERMIT_PROP_1016721_3004 0 24,1016721,3004 0 24,2020-12-14,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.951160,ISSUED_FOR
PERMIT_PROP_1016722_3004 0 24,1016722,3004 0 24,2020-12-14,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.951255,ISSUED_FOR
PERMIT_PROP_1016723_2041 0 2B,1016723,2041 0 2B,2021-01-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.951351,ISSUED_FOR
PERMIT_PROP_1016724_1055 0 25,1016724,1055 0 25,2020-12-10,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.951446,ISSUED_FOR
PERMIT_PROP_1016725_2024 0 27A,1016725,2024 0 27A,2020-12-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.951541,ISSUED_FOR
PERMIT_PROP_1016726_2068 0 45,1016726,2068 0 45,2020-12-14,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.951637,ISSUED_FOR
PERMIT_PROP_1016727_1098 0 5F,1016727,1098 0 5F,2020-12-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.951732,ISSUED_FOR
PERMIT_PROP_1016728_1106 0 23,1016728,1106 0 23,2020-12-14,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.951826,ISSUED_FOR
PERMIT_PROP_1016729_2024 0 61,1016729,2024 0 61,,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.951921,ISSUED_FOR
PERMIT_PROP_1016730_3056 0 39,1016730,3056 0 39,2020-12-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.952017,ISSUED_FOR
PERMIT_PROP_1016731_1025 0 1E,1016731,1025 0 1E,2020-12-16,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.952112,ISSUED_FOR
PERMIT_PROP_1016732_2033 0 4,1016732,2033 0 4,2021-02-10,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.952212,ISSUED_FOR
PERMIT_PROP_1016733_3025 0 30,1016733,3025 0 30,2021-01-28,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.952314,ISSUED_FOR
PERMIT_PROP_1016734_2011 0 8,1016734,2011 0 8,2021-01-21,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.952410,ISSUED_FOR
PERMIT_PROP_1016735_1053 0 12C,1016735,1053 0 12C,2021-06-09,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.952507,ISSUED_FOR
PERMIT_PROP_1016736_2079A 0 46,1016736,2079A 0 46,2020-12-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.952602,ISSUED_FOR
PERMIT_PROP_1016737_1015 0 31,1016737,1015 0 31,2020-12-09,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.952696,ISSUED_FOR
PERMIT_PROP_1016738_1043 0 9,1016738,1043 0 9,2020-12-10,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.952792,ISSUED_FOR
PERMIT_PROP_1016739_2061 0 21A,1016739,2061 0 21A,2020-12-10,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.952894,ISSUED_FOR
PERMIT_PROP_1016740_1078 0 4,1016740,1078 0 4,2020-12-10,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.952989,ISSUED_FOR
PERMIT_PROP_1016741_3009 0 8,1016741,3009 0 8,2020-12-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.953085,ISSUED_FOR
PERMIT_PROP_1016742_2082 0 30,1016742,2082 0 30,2020-12-10,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.953180,ISSUED_FOR
PERMIT_PROP_1016743_2047 0 11B,1016743,2047 0 11B,2020-12-09,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.953275,ISSUED_FOR
PERMIT_PROP_1016744_1079 0 53,1016744,1079 0 53,2020-12-16,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.953369,ISSUED_FOR
PERMIT_PROP_1016746_3039 0 120,1016746,3039 0 120,2020-12-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.953520,ISSUED_FOR
PERMIT_PROP_1016747_2011 0 62,1016747,2011 0 62,2020-12-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.953616,ISSUED_FOR
PERMIT_PROP_1016748_3029 0 239,1016748,3029 0 239,2020-12-10,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.953711,ISSUED_FOR
PERMIT_PROP_1016749_1019 0 45,1016749,1019 0 45,2020-12-09,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.953805,ISSUED_FOR
PERMIT_PROP_1016750_2069 0 43,1016750,2069 0 43,2021-02-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.953901,ISSUED_FOR
PERMIT_PROP_1016752_2073 0 4,1016752,2073 0 4,2020-12-21,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.954054,ISSUED_FOR
PERMIT_PROP_1016753_3057 0 16,1016753,3057 0 16,2020-12-28,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.954149,ISSUED_FOR
PERMIT_PROP_1016754_1015 0 32,1016754,1015 0 32,2020-12-22,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.954250,ISSUED_FOR
PERMIT_PROP_1016755_2082 0 30,1016755,2082 0 30,2020-12-10,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.954347,ISSUED_FOR
PERMIT_PROP_1016756_3009 0 8,1016756,3009 0 8,2020-12-09,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.954442,ISSUED_FOR
PERMIT_PROP_1016757_2038 0 38,1016757,2038 0 38,2020-12-18,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.954537,ISSUED_FOR
PERMIT_PROP_1016758_1045 0 52A,1016758,1045 0 52A,2020-12-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.954633,ISSUED_FOR
PERMIT_PROP_1016759_3029 0 239,1016759,3029 0 239,2020-12-10,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.954734,ISSUED_FOR
PERMIT_PROP_1016760_3029 0 239,1016760,3029 0 239,2020-12-10,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.954830,ISSUED_FOR
PERMIT_PROP_1016761_1027 0 92,1016761,1027 0 92,2020-12-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.954926,ISSUED_FOR
PERMIT_PROP_1016762_1068 0 6R,1016762,1068 0 6R,2021-01-06,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.955021,ISSUED_FOR
PERMIT_PROP_1016763_1073A 0 78,1016763,1073A 0 78,2020-12-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.955115,ISSUED_FOR
PERMIT_PROP_1016764_2068 0 45,1016764,2068 0 45,2020-12-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.955211,ISSUED_FOR
PERMIT_PROP_1016766_1036 0 2F,1016766,1036 0 2F,2020-12-10,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.955362,ISSUED_FOR
PERMIT_PROP_1016767_3037 0 3,1016767,3037 0 3,2021-03-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.955458,ISSUED_FOR
PERMIT_PROP_1016768_1053 0 10,1016768,1053 0 10,2021-02-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.955554,ISSUED_FOR
PERMIT_PROP_1016769_1032 0 14,1016769,1032 0 14,2020-12-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.955649,ISSUED_FOR
PERMIT_PROP_1016770_1026 10A B406,1016770,1026 10A B406,2020-12-10,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.955743,ISSUED_FOR
PERMIT_PROP_1016771_1098 0 24,1016771,1098 0 24,2020-12-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.955837,ISSUED_FOR
PERMIT_PROP_1016772_1098 0 24,1016772,1098 0 24,2020-12-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.955932,ISSUED_FOR
PERMIT_PROP_1016773_2003 0 23,1016773,2003 0 23,2020-12-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.956028,ISSUED_FOR
PERMIT_PROP_1016774_2003 0 23,1016774,2003 0 23,2020-12-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.956123,ISSUED_FOR
PERMIT_PROP_1016775_1073D 0 122,1016775,1073D 0 122,2020-12-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.956224,ISSUED_FOR
PERMIT_PROP_1016776_2066 0 10,1016776,2066 0 10,2020-12-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.956323,ISSUED_FOR
PERMIT_PROP_1016778_1032 0 14,1016778,1032 0 14,2020-12-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.956476,ISSUED_FOR
PERMIT_PROP_1016780_2076 0 7N,1016780,2076 0 7N,2021-02-02,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.956637,ISSUED_FOR
